ID,Problem Name,Likes,Dislikes,"Like
Ratio",Topics,Difficulty,Accepted,Submissions,"Accept
Rate"
1023,Camelcase Matching,963,346,73.60%,"Array, Two Pointers, String, Trie, String Matching",Medium,59940,93234,64.30%
1211,Queries Quality and Percentage,963,518,65.00%,Database,Easy,423954,846046,50.10%
369,Plus One Linked List,962,48,95.20%,"Linked List, Math",Medium,85815,140240,61.20%
1066,Campus Bikes II,960,88,91.60%,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",Medium,56130,100545,55.80%
1375,Number of Times Binary String Is Prefix-Aligned,960,138,87.40%,Array,Medium,58133,88282,65.80%
1386,Cinema Seat Allocation,957,409,70.10%,"Array, Hash Table, Greedy, Bit Manipulation",Medium,57425,133322,43.10%
2948,Make Lexicographically Smallest Array by Swapping Elements,957,77,92.60%,"Array, Union Find, Sorting",Medium,99975,166004,60.20%
2079,Watering Plants,955,72,93.00%,"Array, Simulation",Medium,63516,79311,80.10%
247,Strobogrammatic Number II,954,262,78.50%,"Array, String, Recursion",Medium,158324,296773,53.30%
1229,Meeting Scheduler,954,39,96.10%,"Array, Two Pointers, Sorting",Medium,100066,181266,55.20%
2463,Minimum Total Distance Traveled,954,33,96.70%,"Array, Dynamic Programming, Sorting",Hard,74608,126567,58.90%
1775,Equal Sum Arrays With Minimum Number of Operations,953,45,95.50%,"Array, Hash Table, Greedy, Counting",Medium,33697,62180,54.20%
2845,Count of Interesting Subarrays,953,267,78.10%,"Array, Hash Table, Prefix Sum",Medium,90051,155093,58.10%
2191,Sort the Jumbled Numbers,951,139,87.20%,"Array, Sorting",Medium,152896,254892,60.00%
2304,Minimum Path Cost in a Grid,951,170,84.80%,"Array, Dynamic Programming, Matrix",Medium,37798,55975,67.50%
1745,Palindrome Partitioning IV,949,31,96.80%,"String, Dynamic Programming",Hard,30629,68249,44.90%
2349,Design a Number Container System,948,74,92.80%,"Hash Table, Design, Heap (Priority Queue), Ordered Set",Medium,146216,255922,57.10%
2976,Minimum Cost to Convert String I,946,65,93.60%,"Array, String, Graph, Shortest Path",Medium,109579,190764,57.40%
2121,Intervals Between Identical Elements,945,44,95.60%,"Array, Hash Table, Prefix Sum",Medium,24942,55176,45.20%
1776,Car Fleet II,942,40,95.90%,"Array, Math, Stack, Heap (Priority Queue), Monotonic Stack",Hard,30928,54428,56.80%
2684,Maximum Number of Moves in a Grid,941,28,97.10%,"Array, Dynamic Programming, Matrix",Medium,130305,221591,58.80%
420,Strong Password Checker,940,1751,34.90%,"String, Greedy, Heap (Priority Queue)",Hard,51012,342536,14.90%
1434,Number of Ways to Wear Different Hats to Each Other,940,11,98.80%,"Array, Dynamic Programming, Bit Manipulation, Bitmask",Hard,18941,42225,44.90%
2407,Longest Increasing Subsequence II,940,41,95.80%,"Array, Divide and Conquer, Dynamic Programming, Binary Indexed Tree, Segment Tree, Queue, Monotonic Queue",Hard,21620,84579,25.60%
393,UTF-8 Validation,936,2888,24.50%,"Array, Bit Manipulation",Medium,134482,294459,45.70%
291,Word Pattern II,935,76,92.50%,"Hash Table, String, Backtracking",Medium,82122,168701,48.70%
1141,User Activity for the Past 30 Days I,935,963,49.30%,Database,Easy,441737,886503,49.80%
702,Search in a Sorted Array of Unknown Size,934,50,94.90%,"Array, Binary Search, Interactive",Medium,109478,150164,72.90%
2601,Prime Subtraction Operation,934,96,90.70%,"Array, Math, Binary Search, Greedy, Number Theory",Medium,117959,212335,55.60%
1795,Rearrange Products Table,933,61,93.90%,Database,Easy,176988,206780,85.60%
391,Perfect Rectangle,931,120,88.60%,"Array, Hash Table, Math, Geometry, Line Sweep",Hard,53655,149441,35.90%
1138,Alphabet Board Path,928,185,83.40%,"Hash Table, String",Medium,57132,110635,51.60%
1640,Check Array Formation Through Concatenation,928,143,86.60%,"Array, Hash Table",Easy,89417,156623,57.10%
2593,Find Score of an Array After Marking All Elements,928,21,97.80%,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation",Medium,132260,205127,64.50%
2171,Removing Minimum Number of Magic Beans,927,48,95.10%,"Array, Greedy, Sorting, Enumeration, Prefix Sum",Medium,32980,75152,43.90%
2658,Maximum Number of Fish in a Grid,927,65,93.40%,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",Medium,155180,220358,70.40%
2259,Remove Digit From Number to Maximize Result,923,64,93.50%,"String, Greedy, Enumeration",Easy,121235,254214,47.70%
1632,Rank Transform of a Matrix,922,58,94.10%,"Array, Union Find, Graph, Topological Sort, Sorting, Matrix",Hard,25826,62063,41.60%
2257,Count Unguarded Cells in the Grid,921,76,92.40%,"Array, Matrix, Simulation",Medium,109664,166969,65.70%
2266,Count Number of Texts,919,35,96.30%,"Hash Table, Math, String, Dynamic Programming",Medium,26841,54513,49.20%
1513,Number of Substrings With Only 1s,918,36,96.20%,"Math, String",Medium,54853,113862,48.20%
1928,Minimum Cost to Reach Destination in Time,918,22,97.70%,"Array, Dynamic Programming, Graph",Hard,30628,75762,40.40%
1450,Number of Students Doing Homework at a Given Time,916,155,85.50%,Array,Easy,142724,188528,75.70%
2183,Count Array Pairs Divisible by K,916,38,96.00%,"Array, Math, Number Theory",Hard,21337,70601,30.20%
2425,Bitwise XOR of All Pairings,914,58,94.00%,"Array, Bit Manipulation, Brainteaser",Medium,149669,223537,67.00%
2561,Rearranging Fruits,913,56,94.20%,"Array, Hash Table, Greedy, Sort",Hard,94149,163303,57.70%
1594,Maximum Non Negative Product in a Matrix,912,50,94.80%,"Array, Dynamic Programming, Matrix",Medium,29958,85172,35.20%
717,1-bit and 2-bit Characters,910,2168,29.60%,Array,Easy,157892,349002,45.20%
2523,Closest Prime Numbers in Range,910,76,92.30%,"Math, Number Theory",Medium,182762,354867,51.50%
830,Positions of Large Groups,907,126,87.80%,String,Easy,113034,212051,53.30%
3068,Find the Maximum Sum of Node Values,907,133,87.20%,"Array, Dynamic Programming, Greedy, Bit Manipulation, Tree, Sorting",Hard,136606,196070,69.70%
3152,Special Array II,905,67,93.10%,"Array, Binary Search, Prefix Sum",Medium,135771,297182,45.70%
1075,Project Employees I,903,197,82.10%,Database,Easy,554603,839354,66.10%
562,Longest Line of Consecutive One in Matrix,901,119,88.30%,"Array, Dynamic Programming, Matrix",Medium,79918,158188,50.50%
809,Expressive Words,898,1939,31.70%,"Array, Two Pointers, String",Medium,130571,280777,46.50%
267,Palindrome Permutation II,896,97,90.20%,"Hash Table, String, Backtracking",Medium,74520,176620,42.20%
2063,Vowels of All Substrings,895,34,96.30%,"Math, String, Dynamic Programming, Combinatorics",Medium,39337,71698,54.90%
1245,Tree Diameter,894,25,97.30%,"Tree, Depth-First Search, Breadth-First Search, Graph, Topological Sort",Medium,54297,88809,61.10%
1393,Capital Gain/Loss,893,49,94.80%,Database,Medium,147704,174094,84.80%
408,Valid Word Abbreviation,892,2386,27.20%,"Two Pointers, String",Easy,332281,899865,36.90%
2085,Count Common Words With One Occurrence,890,20,97.80%,"Array, Hash Table, String, Counting",Easy,101020,138902,72.70%
710,Random Pick with Blacklist,889,121,88.00%,"Array, Hash Table, Math, Binary Search, Sorting, Randomized",Hard,49313,144356,34.20%
874,Walking Robot Simulation,887,200,81.60%,"Array, Hash Table, Simulation",Medium,165151,282934,58.40%
1153,String Transforms Into Another String,887,338,72.40%,"Hash Table, String, Graph",Hard,53745,154780,34.70%
1722,Minimize Hamming Distance After Swap Operations,886,29,96.80%,"Array, Depth-First Search, Union Find",Medium,21307,43810,48.60%
510,Inorder Successor in BST II,885,43,95.40%,"Tree, Binary Search Tree, Binary Tree",Medium,74365,121800,61.10%
2410,Maximum Matching of Players With Trainers,885,33,96.40%,"Array, Two Pointers, Greedy, Sorting",Medium,167414,222984,75.10%
1899,Merge Triplets to Form Target Triplet,884,74,92.30%,"Array, Greedy",Medium,100943,147980,68.20%
592,Fraction Addition and Subtraction,883,693,56.00%,"Math, String, Simulation",Medium,134247,202643,66.20%
1931,Painting a Grid With Three Different Colors,883,55,94.10%,Dynamic Programming,Hard,71124,91071,78.10%
742,Closest Leaf in a Binary Tree,882,188,82.40%,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",Medium,53462,113275,47.20%
2398,Maximum Number of Robots Within Budget,882,19,97.90%,"Array, Binary Search, Queue, Sliding Window, Heap (Priority Queue), Prefix Sum, Monotonic Queue",Hard,30794,82628,37.30%
1686,Stone Game VI,881,75,92.20%,"Array, Math, Greedy, Sorting, Heap (Priority Queue), Game Theory",Medium,26314,44015,59.80%
158,Read N Characters Given read4 II - Call Multiple Times,880,1818,32.60%,"Array, Simulation, Interactive",Hard,193626,450016,43.00%
2965,Find Missing and Repeated Values,880,42,95.40%,"Array, Hash Table, Math, Matrix",Easy,287547,345133,83.30%
447,Number of Boomerangs,879,1038,45.90%,"Array, Hash Table, Math",Medium,111959,197458,56.70%
1263,Minimum Moves to Move a Box to Their Target Location,877,60,93.60%,"Array, Breadth-First Search, Heap (Priority Queue), Matrix",Hard,30549,62284,49.00%
1844,Replace All Digits with Characters,877,116,88.30%,String,Easy,106777,129648,82.40%
882,Reachable Nodes In Subdivided Graph,874,227,79.40%,"Graph, Heap (Priority Queue), Shortest Path",Hard,34187,66882,51.10%
1705,Maximum Number of Eaten Apples,873,195,81.70%,"Array, Greedy, Heap (Priority Queue)",Medium,27852,68022,40.90%
2530,Maximal Score After Applying K Operations,873,52,94.40%,"Array, Greedy, Heap (Priority Queue)",Medium,159483,249637,63.90%
1520,Maximum Number of Non-Overlapping Substrings,872,83,91.30%,"String, Greedy",Hard,22415,55092,40.70%
1812,Determine Color of a Chessboard Square,872,23,97.40%,"Math, String",Easy,108304,136154,79.50%
434,Number of Segments in a String,871,1318,39.80%,String,Easy,243746,667222,36.50%
602,Friend Requests II: Who Has the Most Friends,871,147,85.60%,Database,Medium,276796,449947,61.50%
1349,Maximum Students Taking Exam,871,18,98.00%,"Array, Dynamic Programming, Bit Manipulation, Matrix, Bitmask",Hard,21047,39955,52.70%
423,Reconstruct Original Digits from English,870,2791,23.80%,"Hash Table, Math, String",Medium,91823,177230,51.80%
1779,Find Nearest Point That Has the Same X or Y Coordinate,870,189,82.20%,Array,Easy,128846,185161,69.60%
2825,Make String a Subsequence Using Cyclic Increments,869,71,92.40%,"Two Pointers, String",Medium,160507,244534,65.60%
1391,Check if There is a Valid Path in a Grid,867,323,72.90%,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",Medium,35104,71111,49.40%
1542,Find Longest Awesome Substring,867,15,98.30%,"Hash Table, String, Bit Manipulation",Hard,18510,40519,45.70%
504,Base 7,864,238,78.40%,"Math, String",Easy,177249,337581,52.50%
984,String Without AAA or BBB,858,376,69.50%,"String, Greedy",Medium,57289,128187,44.70%
2635,Apply Transform Over Each Element in Array,858,114,88.30%,,Easy,302746,351321,86.20%
2642,Design Graph With Shortest Path Calculator,858,58,93.70%,"Graph, Design, Heap (Priority Queue), Shortest Path",Hard,74458,115800,64.30%
1177,Can Make Palindrome from Substring,857,281,75.30%,"Array, Hash Table, String, Bit Manipulation, Prefix Sum",Medium,33374,82124,40.60%
2938,Separate Black and White Balls,857,42,95.30%,"Two Pointers, String, Greedy",Medium,174731,272940,64.00%
1120,Maximum Average Subtree,855,36,96.00%,"Tree, Depth-First Search, Binary Tree",Medium,72815,108905,66.90%
619,Biggest Single Number,853,199,81.10%,Database,Easy,447435,636569,70.30%
2704,To Be Or Not To Be,853,207,80.50%,,Easy,311488,494382,63.00%
1341,Movie Rating,852,220,79.50%,Database,Medium,229368,548105,41.80%
737,Sentence Similarity II,851,43,95.20%,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find",Medium,76507,150605,50.80%
1798,Maximum Number of Consecutive Values You Can Make,850,60,93.40%,"Array, Greedy, Sorting",Medium,24294,38668,62.80%
1817,Finding the Users Active Minutes,850,315,73.00%,"Array, Hash Table",Medium,67105,83200,80.70%
927,Three Equal Parts,848,124,87.20%,"Array, Math",Hard,33663,82380,40.90%
2709,Greatest Common Divisor Traversal,847,142,85.60%,"Array, Math, Union Find, Number Theory",Hard,74563,178557,41.80%
825,Friends Of Appropriate Ages,845,1263,40.10%,"Array, Two Pointers, Binary Search, Sorting",Medium,117410,238517,49.20%
2665,Counter II,842,35,96.00%,,Easy,338624,417307,81.10%
2579,Count Total Number of Colored Cells,839,95,89.80%,Math,Medium,201308,304328,66.10%
1216,Valid Palindrome III,837,15,98.20%,"String, Dynamic Programming",Hard,105276,214400,49.10%
1839,Longest Substring Of All Vowels in Order,836,28,96.80%,"String, Sliding Window",Medium,42282,82964,51.00%
840,Magic Squares In Grid,835,1838,31.20%,"Array, Hash Table, Math, Matrix",Medium,149014,289219,51.50%
2338,Count the Number of Ideal Arrays,835,132,86.30%,"Math, Dynamic Programming, Combinatorics, Number Theory",Hard,67846,119086,57.00%
2602,Minimum Operations to Make All Array Elements Equal,835,28,96.80%,"Array, Binary Search, Sorting, Prefix Sum",Medium,26557,71264,37.30%
2849,Determine if a Cell Is Reachable at a Given Time,835,768,52.10%,Math,Medium,108910,293217,37.10%
1317,Convert Integer to the Sum of Two No-Zero Integers,832,366,69.40%,Math,Easy,192823,324876,59.40%
2074,Reverse Nodes in Even Length Groups,832,365,69.50%,Linked List,Medium,39350,63293,62.20%
551,Student Attendance Record I,831,57,93.60%,String,Easy,266410,535658,49.70%
2216,Minimum Deletions to Make Array Beautiful,831,96,89.60%,"Array, Stack, Greedy",Medium,38058,77181,49.30%
1370,Increasing Decreasing String,830,876,48.70%,"Hash Table, String, Counting",Easy,92930,120739,77.00%
683,K Empty Slots,828,704,54.00%,"Array, Binary Indexed Tree, Segment Tree, Queue, Sliding Window, Heap (Priority Queue), Ordered Set, Monotonic Queue",Hard,66214,174821,37.90%
1377,Frog Position After T Seconds,827,149,84.70%,"Tree, Depth-First Search, Breadth-First Search, Graph",Hard,37757,104144,36.30%
2321,Maximum Score Of Spliced Array,827,16,98.10%,"Array, Dynamic Programming",Hard,22470,38873,57.80%
2498,Frog Jump II,827,124,87.00%,"Array, Binary Search, Greedy",Medium,33037,52970,62.40%
2400,Number of Ways to Reach a Position After Exactly k Steps,825,65,92.70%,"Math, Dynamic Programming, Combinatorics",Medium,37091,101920,36.40%
2558,Take Gifts From the Richest Pile,825,81,91.10%,"Array, Heap (Priority Queue), Simulation",Easy,188775,249823,75.60%
1086,High Five,824,130,86.40%,"Array, Hash Table, Sorting, Heap (Priority Queue)",Easy,119663,161136,74.30%
2258,Escape the Spreading Fire,824,41,95.30%,"Array, Binary Search, Breadth-First Search, Matrix",Hard,16583,45280,36.60%
2271,Maximum White Tiles Covered by a Carpet,823,55,93.70%,"Array, Binary Search, Greedy, Sliding Window, Sorting, Prefix Sum",Medium,20451,58121,35.20%
1947,Maximum Compatibility Score Sum,822,32,96.30%,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",Medium,31709,49728,63.80%
2178,Maximum Split of Positive Even Integers,820,75,91.60%,"Math, Backtracking, Greedy",Medium,53267,89501,59.50%
2787,Ways to Express an Integer as Sum of Powers,820,39,95.50%,Dynamic Programming,Medium,113930,227994,50.00%
3355,Zero Array Transformation I,819,89,90.20%,"Array, Prefix Sum",Medium,149326,274362,54.40%
2195,Append K Integers With Minimal Sum,818,312,72.40%,"Array, Math, Greedy, Sorting",Medium,39056,148369,26.30%
2864,Maximum Odd Binary Number,818,34,96.00%,"Math, String, Greedy",Easy,225514,272368,82.80%
667,Beautiful Arrangement II,817,1059,43.60%,"Array, Math",Medium,58608,96693,60.60%
2554,Maximum Number of Integers to Choose From a Range I,817,57,93.50%,"Array, Hash Table, Binary Search, Greedy, Sorting",Medium,165012,242843,68.00%
2971,Find Polygon With the Largest Perimeter,817,70,92.10%,"Array, Greedy, Sorting, Prefix Sum",Medium,142100,217240,65.40%
308,Range Sum Query 2D - Mutable,816,95,89.60%,"Array, Design, Binary Indexed Tree, Segment Tree, Matrix",Medium,81560,181229,45.00%
1012,Numbers With Repeated Digits,816,90,90.10%,"Math, Dynamic Programming",Hard,21861,49439,44.20%
1034,Coloring A Border,816,925,46.90%,"Array, Depth-First Search, Breadth-First Search, Matrix",Medium,45339,90199,50.30%
1179,Reformat Department Table,816,628,56.50%,Database,Easy,157084,205158,76.60%
1084,Sales Analysis III,814,162,83.40%,Database,Easy,191727,408788,46.90%
1324,Print Words Vertically,814,121,87.10%,"Array, String, Simulation",Medium,49197,73673,66.80%
2014,Longest Subsequence Repeated k Times,814,115,87.60%,"String, Backtracking, Greedy, Counting, Enumeration",Hard,71598,100175,71.50%
2874,Maximum Value of an Ordered Triplet II,812,20,97.60%,Array,Medium,155878,275887,56.50%
2570,Merge Two 2D Arrays by Summing Values,810,37,95.60%,"Array, Hash Table, Two Pointers",Easy,203223,248208,81.90%
2940,Find Building Where Alice and Bob Can Meet,810,56,93.50%,"Array, Binary Search, Stack, Binary Indexed Tree, Segment Tree, Heap (Priority Queue), Monotonic Stack",Hard,71842,137703,52.20%
1527,Patients With a Condition,808,628,56.30%,Database,Easy,378496,972597,38.90%
2124,Check if All A's Appears Before All B's,807,20,97.60%,String,Easy,110612,152529,72.50%
2615,Sum of Distances,807,94,89.60%,"Array, Hash Table, Prefix Sum",Medium,26080,82061,31.80%
2780,Minimum Index of a Valid Split,807,47,94.50%,"Array, Hash Table, Sorting",Medium,145480,192609,75.50%
517,Super Washing Machines,804,219,78.60%,"Array, Greedy",Hard,36203,84270,43.00%
2032,Two Out of Three,804,52,93.90%,"Array, Hash Table, Bit Manipulation",Easy,94076,122334,76.90%
1850,Minimum Adjacent Swaps to Reach the Kth Smallest Number,801,115,87.40%,"Two Pointers, String, Greedy",Medium,26115,36440,71.70%
1184,Distance Between Bus Stops,800,95,89.40%,Array,Easy,73617,134090,54.90%
1589,Maximum Sum Obtained of Any Permutation,799,41,95.10%,"Array, Greedy, Sorting, Prefix Sum",Medium,25864,65245,39.60%
1670,Design Front Middle Back Queue,799,112,87.70%,"Array, Linked List, Design, Queue, Data Stream",Medium,38049,67385,56.50%
1030,Matrix Cells in Distance Order,798,341,70.10%,"Array, Math, Geometry, Sorting, Matrix",Easy,72541,99059,73.20%
2322,Minimum Score After Removals on a Tree,798,45,94.70%,"Array, Bit Manipulation, Tree, Depth-First Search",Hard,67598,88439,76.40%
3043,Find the Length of the Longest Common Prefix,798,48,94.30%,"Array, Hash Table, String, Trie",Medium,162739,287372,56.60%
3133,Minimum Array End,798,98,89.10%,Bit Manipulation,Medium,107450,193742,55.50%
2683,Neighboring Bitwise XOR,796,50,94.10%,"Array, Bit Manipulation",Medium,160662,201270,79.80%
1244,Design A Leaderboard,795,97,89.10%,"Hash Table, Design, Sorting",Medium,86101,126634,68.00%
1668,Maximum Repeating Substring,792,294,72.90%,"String, Dynamic Programming, String Matching",Easy,89362,222676,40.10%
1734,Decode XORed Permutation,792,35,95.80%,"Array, Bit Manipulation",Medium,18964,28578,66.40%
2129,Capitalize the Title,792,52,93.80%,String,Easy,85852,127948,67.10%
1629,Slowest Key,791,113,87.50%,"Array, String",Easy,112169,188959,59.40%
585,Investments in 2016,790,596,57.00%,Database,Medium,244896,486614,50.30%
2629,Function Composition,789,59,93.00%,,Easy,216573,249304,86.90%
1399,Count Largest Group,787,1185,39.90%,"Hash Table, Math",Easy,177052,236521,74.90%
2248,Intersection of Multiple Arrays,786,44,94.70%,"Array, Hash Table, Sorting, Counting",Easy,116701,170386,68.50%
2200,Find All K-Distant Indices in an Array,785,130,85.80%,"Array, Two Pointers",Easy,172409,222684,77.40%
2164,Sort Even and Odd Indices Independently,783,69,91.90%,"Array, Sorting",Easy,82562,131356,62.90%
1451,Rearrange Words in a Sentence,782,77,91.00%,"String, Sorting",Medium,60366,91209,66.20%
1731,The Number of Employees Which Report to Each Employee,782,95,89.20%,Database,Easy,311517,593094,52.50%
457,Circular Array Loop,780,865,47.40%,"Array, Hash Table, Two Pointers",Medium,97924,271637,36.00%
2233,Maximum Product After K Increments,780,45,94.50%,"Array, Greedy, Heap (Priority Queue)",Medium,40811,95622,42.70%
2138,Divide a String Into Groups of Size k,779,31,96.20%,"String, Simulation",Easy,168300,218417,77.10%
601,Human Traffic of Stadium,778,574,57.50%,Database,Hard,143433,287384,49.90%
1741,Find Total Time Spent by Each Employee,777,24,97.00%,Database,Easy,192170,221570,86.70%
1433,Check If a String Can Break Another String,776,153,83.50%,"String, Greedy, Sorting",Medium,50645,71801,70.50%
1646,Get Maximum in Generated Array,776,958,44.80%,"Array, Simulation",Easy,119680,233872,51.20%
761,Special Binary String,773,235,76.70%,"String, Recursion",Hard,25485,39472,64.60%
788,Rotated Digits,770,1944,28.40%,"Math, Dynamic Programming",Medium,122543,216776,56.50%
2535,Difference Between Element Sum and Digit Sum of an Array,770,27,96.60%,"Array, Math",Easy,177622,208654,85.10%
3108,Minimum Cost Walk in Weighted Graph,770,43,94.70%,"Array, Bit Manipulation, Union Find, Graph",Hard,104072,152368,68.30%
2239,Find Closest Number to Zero,768,54,93.40%,Array,Easy,185971,392135,47.40%
2634,Filter Elements from Array,768,102,88.30%,,Easy,274943,321598,85.50%
2824,Count Pairs Whose Sum is Less than Target,768,86,89.90%,"Array, Two Pointers, Binary Search, Sorting",Easy,231723,264556,87.60%
3110,Score of a String,768,47,94.20%,String,Easy,391923,427686,91.60%
999,Available Captures for Rook,767,643,54.40%,"Array, Matrix, Simulation",Easy,80649,114155,70.60%
2678,Number of Senior Citizens,767,59,92.90%,"Array, String",Easy,287859,354059,81.30%
2154,Keep Multiplying Found Values by Two,764,42,94.80%,"Array, Hash Table, Sorting, Simulation",Easy,126450,177454,71.30%
2818,Apply Operations to Maximize Score,764,127,85.70%,"Array, Math, Stack, Greedy, Sorting, Monotonic Stack, Number Theory",Hard,75393,139893,53.90%
3016,Minimum Number of Pushes to Type Word II,763,77,90.80%,"Hash Table, String, Greedy, Sorting, Counting",Medium,183488,229607,79.90%
492,Construct the Rectangle,762,395,65.90%,Math,Easy,151165,245803,61.50%
900,RLE Iterator,762,198,79.40%,"Array, Design, Counting, Iterator",Medium,82603,140051,59.00%
933,Number of Recent Calls,762,1132,40.20%,"Design, Queue, Data Stream",Easy,446142,573928,77.70%
1018,Binary Prefix Divisible By 5,762,195,79.60%,"Array, Bit Manipulation",Easy,68207,144569,47.20%
1974,Minimum Time to Type Word Using Special Typewriter,762,37,95.40%,"String, Greedy",Easy,61436,78732,78.00%
2203,Minimum Weighted Subgraph With the Required Paths,762,23,97.10%,"Graph, Shortest Path",Hard,17966,45831,39.20%
2368,Reachable Nodes With Restrictions,762,31,96.10%,"Array, Hash Table, Tree, Depth-First Search, Breadth-First Search, Union Find, Graph",Medium,78179,130821,59.80%
908,Smallest Range I,761,2081,26.80%,"Array, Math",Easy,111961,154801,72.30%
1616,Split Two Strings to Make Palindrome,761,258,74.70%,"Two Pointers, String",Medium,30322,95439,31.80%
2119,A Number After a Double Reversal,760,43,94.60%,Math,Easy,133329,163754,81.40%
1139,Largest 1-Bordered Square,759,117,86.60%,"Array, Dynamic Programming, Matrix",Medium,30880,59964,51.50%
2423,Remove Letter To Equalize Frequency,759,1323,36.50%,"Hash Table, String, Counting",Easy,65909,358425,18.40%
3160,Find the Number of Distinct Colors Among the Balls,759,93,89.10%,"Array, Hash Table, Simulation",Medium,168055,310151,54.20%
762,Prime Number of Set Bits in Binary Representation,758,513,59.60%,"Math, Bit Manipulation",Easy,125970,175856,71.60%
1573,Number of Ways to Split a String,758,87,89.70%,"Math, String",Medium,34161,100334,34.00%
610,Triangle Judgement,757,224,77.20%,Database,Easy,385480,520170,74.10%
3169,Count Days Without Meetings,757,19,97.60%,"Array, Sorting",Medium,177350,369811,48.00%
1965,Employees With Missing Information,756,39,95.10%,Database,Easy,159640,218814,73.00%
2490,Circular Sentence,754,27,96.50%,String,Easy,183631,261163,70.30%
1298,Maximum Candies You Can Get from Boxes,753,218,77.50%,"Array, Breadth-First Search, Graph",Hard,100969,147648,68.40%
2110,Number of Smooth Descent Periods of a Stock,753,36,95.40%,"Array, Math, Dynamic Programming",Medium,45490,76147,59.70%
1059,All Paths from Source Lead to Destination,752,427,63.80%,"Graph, Topological Sort",Medium,71820,193732,37.10%
1713,Minimum Operations to Make a Subsequence,752,15,98.00%,"Array, Hash Table, Binary Search, Greedy",Hard,15121,30820,49.10%
722,Remove Comments,751,1841,29.00%,"Array, String",Medium,81930,206593,39.70%
2335,Minimum Amount of Time to Fill Cups,749,90,89.30%,"Array, Greedy, Sorting, Heap (Priority Queue)",Easy,61818,104049,59.40%
1967,Number of Strings That Appear as Substrings in Word,747,42,94.70%,"Array, String",Easy,97227,118334,82.20%
903,Valid Permutations for DI Sequence,746,45,94.30%,"String, Dynamic Programming, Prefix Sum",Hard,19240,34443,55.90%
2831,Find the Longest Equal Subarray,745,19,97.50%,"Array, Hash Table, Binary Search, Sliding Window",Medium,27319,74197,36.80%
3097,Shortest Subarray With OR at Least K II,745,71,91.30%,"Array, Bit Manipulation, Sliding Window",Medium,97481,194121,50.20%
537,Complex Number Multiplication,743,1253,37.20%,"Math, String, Simulation",Medium,106148,146184,72.60%
1080,Insufficient Nodes in Root to Leaf Paths,743,736,50.20%,"Tree, Depth-First Search, Binary Tree",Medium,47690,88071,54.10%
3208,Alternating Groups II,743,72,91.20%,"Array, Sliding Window",Medium,155240,259683,59.80%
681,Next Closest Time,741,1076,40.80%,"Hash Table, String, Backtracking, Enumeration",Medium,115867,246823,46.90%
1170,Compare Strings by Frequency of the Smallest Character,741,979,43.10%,"Array, Hash Table, String, Binary Search, Sorting",Medium,89377,142089,62.90%
2023,Number of Pairs of Strings With Concatenation Equal to Target,740,56,93.00%,"Array, Hash Table, String, Counting",Medium,58390,77818,75.00%
2749,Minimum Operations to Make the Integer Zero,740,372,66.50%,"Bit Manipulation, Brainteaser, Enumeration",Medium,91234,157041,58.10%
2396,Strictly Palindromic Number,739,1713,30.10%,"Math, Two Pointers, Brainteaser",Medium,140795,157587,89.30%
949,Largest Time for Given Digits,738,1071,40.80%,"Array, String, Backtracking, Enumeration",Medium,98980,277746,35.60%
1050,Actors and Directors Who Cooperated At Least Three Times,738,54,93.20%,Database,Easy,264128,373407,70.70%
1115,Print FooBar Alternately,738,58,92.70%,Concurrency,Medium,119335,168842,70.70%
1703,Minimum Adjacent Swaps for K Consecutive Ones,737,29,96.20%,"Array, Greedy, Sliding Window, Prefix Sum",Hard,13211,31400,42.10%
1789,Primary Department for Each Employee,737,258,74.10%,Database,Easy,287999,395759,72.80%
251,Flatten 2D Vector,736,415,63.90%,"Array, Two Pointers, Design, Iterator",Medium,141602,281551,50.30%
1987,Number of Unique Good Subsequences,736,16,97.90%,"String, Dynamic Programming",Hard,15701,30014,52.30%
1674,Minimum Moves to Make Array Complementary,735,84,89.70%,"Array, Hash Table, Prefix Sum",Medium,12088,28353,42.60%
757,Set Intersection Size At Least Two,734,86,89.50%,"Array, Greedy, Sorting",Hard,27929,61281,45.60%
1866,Number of Ways to Rearrange Sticks With K Sticks Visible,733,23,97.00%,"Math, Dynamic Programming, Combinatorics",Hard,17859,30719,58.10%
2039,The Time When the Network Becomes Idle,731,74,90.80%,"Array, Breadth-First Search, Graph",Medium,21060,38731,54.40%
2817,Minimum Absolute Difference Between Elements With Constraint,731,77,90.50%,"Array, Binary Search, Ordered Set",Medium,33945,96781,35.10%
2087,Minimum Cost Homecoming of a Robot in a Grid,730,96,88.40%,"Array, Greedy",Medium,24787,48178,51.40%
3005,Count Elements With Maximum Frequency,730,80,90.10%,"Array, Hash Table, Counting",Easy,253205,324913,77.90%
651,4 Keys Keyboard,729,93,88.70%,"Math, Dynamic Programming",Medium,32772,58624,55.90%
